"","Qmbar","SE","WaldT","df","p","lowerCI","upperCI"
"Intercept",5.31634475767036,0.514804834895433,10.3269130305472,11.4341715451887,3.84691868582365e-07,4.39501658819039,6.23767292715033
"Body Weight",0.518666330042725,0.0711081887643924,7.29404501865823,11.4341715451887,1.25331994993427e-05,0.391406496901024,0.645926163184426
"Diet Breadth",0.0159465071008436,0.093943941877412,0.169744922154238,11.4341715451887,0.8681768249898,-0.152181673010809,0.184074687212496
